experiment,run,repetition,seed,serviceTimes [us],serverAddresses,firstRequestAfterMigrationTriggered
1,5,81,481,[498095],['192.168.1.105:6666'],11.0
1,5,82,482,[1729195],['192.168.1.105:6666'],11.0
1,5,83,483,[522071],['192.168.1.105:6666'],11.0
1,5,84,484,[918772],['192.168.1.105:6666'],11.0
1,5,85,485,[1723307],['192.168.1.105:6666'],11.0
1,5,86,486,[912650],['192.168.1.105:6666'],11.0
1,5,87,487,[501897],['192.168.1.105:6666'],11.0
1,5,88,488,[940700],['192.168.1.105:6666'],11.0
1,5,89,489,[505217],['192.168.1.105:6666'],11.0
1,5,90,490,[290994],['192.168.1.105:6666'],11.0
1,5,91,491,[494692],['192.168.1.105:6666'],11.0
1,5,92,492,[297515],['192.168.1.105:6666'],11.0
1,5,93,493,[1721343],['192.168.1.105:6666'],11.0
1,5,94,494,[1736455],['192.168.1.105:6666'],11.0
1,5,95,495,[291257],['192.168.1.105:6666'],11.0
1,5,96,496,[1734078],['192.168.1.105:6666'],11.0
1,5,97,497,[909869],['192.168.1.105:6666'],11.0
1,5,98,498,[916263],['192.168.1.105:6666'],11.0
1,5,99,499,[291244],['192.168.1.105:6666'],11.0
1,5,100,500,[504160],['192.168.1.105:6666'],11.0
1,6,1,501,[21008],['192.168.1.105:6666'],11.0
1,6,2,502,[21146],['192.168.1.105:6666'],11.0
1,6,3,503,[20991],['192.168.1.105:6666'],11.0
1,6,4,504,[21006],['192.168.1.105:6666'],11.0
1,6,5,505,[20771],['192.168.1.105:6666'],11.0
1,6,6,506,[20832],['192.168.1.105:6666'],11.0
1,6,7,507,[120981],['192.168.1.105:6666'],11.0
1,6,8,508,[20870],['192.168.1.105:6666'],11.0
1,6,9,509,[20968],['192.168.1.105:6666'],11.0
1,6,10,510,[20983],['192.168.1.105:6666'],11.0
1,6,11,511,[21024],['192.168.1.105:6666'],11.0
1,6,12,512,[21314],['192.168.1.105:6666'],11.0
1,6,13,513,[20687],['192.168.1.105:6666'],11.0
1,6,14,514,[20708],['192.168.1.105:6666'],11.0
1,6,15,515,[21064],['192.168.1.105:6666'],11.0
1,6,16,516,[20636],['192.168.1.105:6666'],11.0
1,6,17,517,[20693],['192.168.1.105:6666'],11.0
1,6,18,518,[21081],['192.168.1.105:6666'],11.0
1,6,19,519,[21315],['192.168.1.105:6666'],11.0
1,6,20,520,[20546],['192.168.1.105:6666'],11.0
1,6,21,521,[20629],['192.168.1.105:6666'],11.0
1,6,22,522,[20773],['192.168.1.105:6666'],11.0
1,6,23,523,[20980],['192.168.1.105:6666'],11.0
1,6,24,524,[21124],['192.168.1.105:6666'],11.0
1,6,25,525,[20535],['192.168.1.105:6666'],11.0
1,6,26,526,[20840],['192.168.1.105:6666'],11.0
1,6,27,527,[20532],['192.168.1.105:6666'],11.0
1,6,28,528,[20591],['192.168.1.105:6666'],11.0
1,6,29,529,[20593],['192.168.1.105:6666'],11.0
1,6,30,530,[21280],['192.168.1.105:6666'],11.0
1,6,31,531,[20716],['192.168.1.105:6666'],11.0
1,6,32,532,[21055],['192.168.1.105:6666'],11.0
1,6,33,533,[20656],['192.168.1.105:6666'],11.0
1,6,34,534,[20774],['192.168.1.105:6666'],11.0
1,6,35,535,[20613],['192.168.1.105:6666'],11.0
1,6,36,536,[20960],['192.168.1.105:6666'],11.0
1,6,37,537,[21194],['192.168.1.105:6666'],11.0
1,6,38,538,[21205],['192.168.1.105:6666'],11.0
1,6,39,539,[21121],['192.168.1.105:6666'],11.0
1,6,40,540,[20652],['192.168.1.105:6666'],11.0
1,6,41,541,[20485],['192.168.1.105:6666'],11.0
1,6,42,542,[20860],['192.168.1.105:6666'],11.0
1,6,43,543,[20864],['192.168.1.105:6666'],11.0
1,6,44,544,[21113],['192.168.1.105:6666'],11.0
1,6,45,545,[20560],['192.168.1.105:6666'],11.0
1,6,46,546,[20825],['192.168.1.105:6666'],11.0
1,6,47,547,[21389],['192.168.1.105:6666'],11.0
1,6,48,548,[20586],['192.168.1.105:6666'],11.0
1,6,49,549,[21445],['192.168.1.105:6666'],11.0
1,6,50,550,[20556],['192.168.1.105:6666'],11.0
1,6,51,551,[20670],['192.168.1.105:6666'],11.0
1,6,52,552,[20993],['192.168.1.105:6666'],11.0
1,6,53,553,[20672],['192.168.1.105:6666'],11.0
1,6,54,554,[21078],['192.168.1.105:6666'],11.0
1,6,55,555,[20976],['192.168.1.105:6666'],11.0
1,6,56,556,[20998],['192.168.1.105:6666'],11.0
1,6,57,557,[20638],['192.168.1.105:6666'],11.0
1,6,58,558,[20577],['192.168.1.105:6666'],11.0
1,6,59,559,[21124],['192.168.1.105:6666'],11.0
1,6,60,560,[21007],['192.168.1.105:6666'],11.0
1,6,61,561,[21106],['192.168.1.105:6666'],11.0
1,6,62,562,[21055],['192.168.1.105:6666'],11.0
1,6,63,563,[20656],['192.168.1.105:6666'],11.0
1,6,64,564,[21259],['192.168.1.105:6666'],11.0
1,6,65,565,[20579],['192.168.1.105:6666'],11.0
1,6,66,566,[20511],['192.168.1.105:6666'],11.0
1,6,67,567,[20654],['192.168.1.105:6666'],11.0
1,6,68,568,[21111],['192.168.1.105:6666'],11.0
1,6,69,569,[20576],['192.168.1.105:6666'],11.0
1,6,70,570,[20943],['192.168.1.105:6666'],11.0
1,6,71,571,[20818],['192.168.1.105:6666'],11.0
1,6,72,572,[20700],['192.168.1.105:6666'],11.0
1,6,73,573,[20709],['192.168.1.105:6666'],11.0
1,6,74,574,[21149],['192.168.1.105:6666'],11.0
1,6,75,575,[20768],['192.168.1.105:6666'],11.0
1,6,76,576,[20599],['192.168.1.105:6666'],11.0
1,6,77,577,[21152],['192.168.1.105:6666'],11.0
1,6,78,578,[21517],['192.168.1.105:6666'],11.0
1,6,79,579,[125216],['192.168.1.105:6666'],11.0
1,6,80,580,[20934],['192.168.1.105:6666'],11.0
1,6,81,581,[21159],['192.168.1.105:6666'],11.0
1,6,82,582,[20622],['192.168.1.105:6666'],11.0
1,6,83,583,[20525],['192.168.1.105:6666'],11.0
1,6,84,584,[20522],['192.168.1.105:6666'],11.0
1,6,85,585,[20703],['192.168.1.105:6666'],11.0
1,6,86,586,[20928],['192.168.1.105:6666'],11.0
1,6,87,587,[21037],['192.168.1.105:6666'],11.0
1,6,88,588,[20600],['192.168.1.105:6666'],11.0
1,6,89,589,[20980],['192.168.1.105:6666'],11.0
1,6,90,590,[21149],['192.168.1.105:6666'],11.0
1,6,91,591,[20964],['192.168.1.105:6666'],11.0
1,6,92,592,[20541],['192.168.1.105:6666'],11.0
1,6,93,593,[21058],['192.168.1.105:6666'],11.0
1,6,94,594,[20943],['192.168.1.105:6666'],11.0
1,6,95,595,[20712],['192.168.1.105:6666'],11.0
1,6,96,596,[21546],['192.168.1.105:6666'],11.0
1,6,97,597,[21072],['192.168.1.105:6666'],11.0
1,6,98,598,[20753],['192.168.1.105:6666'],11.0
1,6,99,599,[20509],['192.168.1.105:6666'],11.0
1,6,100,600,[20992],['192.168.1.105:6666'],11.0
