experiment,run,repetition,restoreTime [s],numberOfLazyPages,lazyPagesTxTime [s],lazyPagesTxEndTime [s]
2,17,5,"['real 0.26', 'user 0.06', 'sys 0.03']",,,
2,17,6,"['real 0.25', 'user 0.04', 'sys 0.05']",,,
2,17,7,"['real 0.23', 'user 0.02', 'sys 0.05']",,,
2,17,8,"['real 0.25', 'user 0.03', 'sys 0.04']",,,
2,17,9,"['real 0.27', 'user 0.04', 'sys 0.05']",,,
2,17,10,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,18,1,"['real 0.24', 'user 0.04', 'sys 0.05']",,,
2,18,2,"['real 0.26', 'user 0.01', 'sys 0.07']",,,
2,18,3,"['real 0.26', 'user 0.05', 'sys 0.03']",,,
2,18,4,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,18,5,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,18,6,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,18,7,"['real 0.25', 'user 0.02', 'sys 0.06']",,,
2,18,8,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,18,9,"['real 0.28', 'user 0.04', 'sys 0.05']",,,
2,18,10,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,19,1,"['real 0.24', 'user 0.04', 'sys 0.04']",2764.0,0.15933100000000003,0.364924
2,19,2,"['real 0.26', 'user 0.03', 'sys 0.05']",2764.0,0.156014,0.38967
2,19,3,"['real 0.24', 'user 0.03', 'sys 0.05']",2764.0,0.16101499999999996,0.36271
2,19,4,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.16934599999999997,0.403035
2,19,5,"['real 0.25', 'user 0.03', 'sys 0.06']",2764.0,0.173225,0.392571
2,19,6,"['real 0.25', 'user 0.05', 'sys 0.04']",2764.0,0.16191799999999998,0.378038
2,19,7,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.161809,0.387428
2,19,8,"['real 0.26', 'user 0.02', 'sys 0.06']",2764.0,0.178654,0.405308
2,19,9,"['real 0.24', 'user 0.03', 'sys 0.05']",2765.0,0.178814,0.382728
2,19,10,"['real 0.25', 'user 0.04', 'sys 0.05']",2765.0,0.187865,0.404217
2,20,1,"['real 0.23', 'user 0.05', 'sys 0.04']",11.0,0.021438999999999986,0.228757
2,20,2,"['real 0.27', 'user 0.05', 'sys 0.03']",11.0,0.017908000000000007,0.253753
2,20,3,"['real 0.25', 'user 0.03', 'sys 0.05']",11.0,0.018236000000000002,0.239599
2,20,4,"['real 0.28', 'user 0.03', 'sys 0.06']",11.0,0.018178,0.267484
2,20,5,"['real 0.27', 'user 0.03', 'sys 0.06']",11.0,0.018548999999999982,0.25015
2,20,6,"['real 0.27', 'user 0.05', 'sys 0.03']",7.0,0.016559000000000018,0.253288
2,20,7,"['real 0.26', 'user 0.05', 'sys 0.04']",11.0,0.018545000000000006,0.250687
2,20,8,"['real 0.26', 'user 0.05', 'sys 0.03']",11.0,0.016656000000000004,0.250921
2,20,9,"['real 0.26', 'user 0.03', 'sys 0.05']",11.0,0.019008000000000025,0.253012
2,20,10,"['real 0.28', 'user 0.03', 'sys 0.05']",7.0,0.016304999999999986,0.262507
2,21,1,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,21,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,21,3,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,21,4,"['real 0.27', 'user 0.07', 'sys 0.01']",,,
2,21,5,"['real 0.23', 'user 0.05', 'sys 0.03']",,,
2,21,6,"['real 0.27', 'user 0.04', 'sys 0.05']",,,
2,21,7,"['real 0.23', 'user 0.04', 'sys 0.05']",,,
2,21,8,"['real 0.25', 'user 0.05', 'sys 0.03']",,,
2,21,9,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,21,10,"['real 0.25', 'user 0.06', 'sys 0.03']",,,
2,22,1,"['real 0.27', 'user 0.05', 'sys 0.03']",,,
2,22,2,"['real 0.26', 'user 0.03', 'sys 0.06']",,,
2,22,3,"['real 0.26', 'user 0.01', 'sys 0.07']",,,
2,22,4,"['real 0.28', 'user 0.05', 'sys 0.03']",,,
2,22,5,"['real 0.27', 'user 0.01', 'sys 0.07']",,,
2,22,6,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,22,7,"['real 0.24', 'user 0.02', 'sys 0.06']",,,
2,22,8,"['real 0.24', 'user 0.02', 'sys 0.06']",,,
2,22,9,"['real 0.28', 'user 0.06', 'sys 0.02']",,,
2,22,10,"['real 0.28', 'user 0.04', 'sys 0.05']",,,
2,23,1,"['real 0.24', 'user 0.04', 'sys 0.05']",2764.0,0.16567099999999998,0.382887
2,23,2,"['real 0.24', 'user 0.04', 'sys 0.04']",2764.0,0.17573699999999998,0.393831
2,23,3,"['real 0.28', 'user 0.05', 'sys 0.04']",2764.0,0.18358600000000003,0.42192
2,23,4,"['real 0.26', 'user 0.03', 'sys 0.06']",2764.0,0.167428,0.392885
2,23,5,"['real 0.25', 'user 0.04', 'sys 0.04']",2764.0,0.16351000000000002,0.387143
2,23,6,"['real 0.24', 'user 0.02', 'sys 0.06']",2763.0,0.16499299999999997,0.36826
2,23,7,"['real 0.26', 'user 0.03', 'sys 0.04']",2765.0,0.161705,0.391275
2,23,8,"['real 0.25', 'user 0.03', 'sys 0.05']",2765.0,0.16584999999999997,0.377974
2,23,9,"['real 0.24', 'user 0.04', 'sys 0.04']",2764.0,0.167327,0.374865
2,23,10,"['real 0.22', 'user 0.05', 'sys 0.04']",2765.0,0.16109,0.359319
2,24,1,"['real 0.26', 'user 0.03', 'sys 0.06']",69.0,0.03362700000000002,0.255908
2,24,2,"['real 0.26', 'user 0.05', 'sys 0.03']",69.0,0.028866000000000003,0.249481
2,24,3,"['real 0.26', 'user 0.04', 'sys 0.05']",70.0,0.02518300000000001,0.238516
2,24,4,"['real 0.27', 'user 0.05', 'sys 0.03']",69.0,0.026396999999999976,0.269244
2,24,5,"['real 0.26', 'user 0.03', 'sys 0.05']",64.0,0.030576999999999993,0.256561
2,24,6,"['real 0.28', 'user 0.04', 'sys 0.05']",69.0,0.027027999999999996,0.263602
2,24,7,"['real 0.24', 'user 0.04', 'sys 0.04']",66.0,0.031101000000000018,0.235326
2,24,8,"['real 0.27', 'user 0.03', 'sys 0.05']",70.0,0.02549700000000002,0.256585
2,24,9,"['real 0.28', 'user 0.03', 'sys 0.05']",68.0,0.027141000000000026,0.277843
2,24,10,"['real 0.25', 'user 0.04', 'sys 0.04']",69.0,0.028018000000000015,0.250555
2,25,1,"['real 0.27', 'user 0.04', 'sys 0.05']",,,
2,25,2,"['real 0.26', 'user 0.05', 'sys 0.04']",,,
2,25,3,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,25,4,"['real 0.23', 'user 0.05', 'sys 0.03']",,,
2,25,5,"['real 0.23', 'user 0.03', 'sys 0.05']",,,
2,25,6,"['real 0.27', 'user 0.03', 'sys 0.06']",,,
2,25,7,"['real 0.24', 'user 0.05', 'sys 0.03']",,,
2,25,8,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,25,9,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,25,10,"['real 0.27', 'user 0.04', 'sys 0.05']",,,
2,26,1,"['real 0.27', 'user 0.04', 'sys 0.04']",,,
2,26,2,"['real 0.27', 'user 0.05', 'sys 0.03']",,,
2,26,3,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,26,4,"['real 0.27', 'user 0.04', 'sys 0.04']",,,
2,26,5,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,26,6,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,26,7,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,26,8,"['real 0.27', 'user 0.04', 'sys 0.04']",,,
2,26,9,"['real 0.27', 'user 0.06', 'sys 0.02']",,,
2,26,10,"['real 0.26', 'user 0.04', 'sys 0.05']",,,
2,27,1,"['real 0.23', 'user 0.02', 'sys 0.07']",2763.0,0.149041,0.351783
2,27,2,"['real 0.23', 'user 0.03', 'sys 0.06']",2764.0,0.165552,0.363269
2,27,3,"['real 0.24', 'user 0.05', 'sys 0.04']",2763.0,0.150155,0.369184
2,27,4,"['real 0.24', 'user 0.04', 'sys 0.05']",2764.0,0.15725599999999998,0.374785
2,27,5,"['real 0.24', 'user 0.04', 'sys 0.04']",2765.0,0.14365299999999998,0.355116
2,27,6,"['real 0.26', 'user 0.04', 'sys 0.05']",2765.0,0.147555,0.368222
2,27,7,"['real 0.28', 'user 0.03', 'sys 0.05']",2764.0,0.154845,0.388542
