experiment,run,seedServer,migrationTechnique,memoryFootprintInflation [MB],compressionEnabled,preDumpTime [s],preDumpTxTime [s],dumpTime [s],dumpTxTime [s],dumpSize,preDumpSize,rsyncPreDumpTotalFileSize,rsyncPreDumpTotalBytesSent,rsyncPreDumpTransferRate,rsyncPreDumpCompressionSpeedup,rsyncDumpTotalFileSize,rsyncDumpTotalBytesSent,rsyncDumpTransferRate,rsyncDumpCompressionSpeedup
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3231925964355469,1.114755630493164,14M,,,,,,13.55M,13.56M,9.04M bytes/sec,1.00
