experiment,run,seedServer,migrationTechnique,memoryFootprintInflation [MB],compressionEnabled,preDumpTime [s],preDumpTxTime [s],dumpTime [s],dumpTxTime [s],dumpSize,preDumpSize,rsyncPreDumpTotalFileSize,rsyncPreDumpTotalBytesSent,rsyncPreDumpTransferRate,rsyncPreDumpCompressionSpeedup,rsyncDumpTotalFileSize,rsyncDumpTotalBytesSent,rsyncDumpTransferRate,rsyncDumpCompressionSpeedup
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,1,1,cold,0.0,False,,,0.3107726573944092,1.1737666130065918,12M,,,,,,11.89M,11.90M,7.93M bytes/sec,1.00
4,2,2,cold,0.0,False,,,0.341294527053833,1.0796308517456055,10M,,,,,,10.34M,10.35M,6.90M bytes/sec,1.00
4,2,2,cold,0.0,False,,,0.341294527053833,1.0796308517456055,10M,,,,,,10.34M,10.35M,6.90M bytes/sec,1.00
4,2,2,cold,0.0,False,,,0.341294527053833,1.0796308517456055,10M,,,,,,10.34M,10.35M,6.90M bytes/sec,1.00
4,2,2,cold,0.0,False,,,0.341294527053833,1.0796308517456055,10M,,,,,,10.34M,10.35M,6.90M bytes/sec,1.00
4,2,2,cold,0.0,False,,,0.341294527053833,1.0796308517456055,10M,,,,,,10.34M,10.35M,6.90M bytes/sec,1.00
