experiment,run,repetition,restoreTime [s],numberOfLazyPages,lazyPagesTxTime [s],lazyPagesTxEndTime [s]
2,16,8,"['real 0.23', 'user 0.03', 'sys 0.05']",68.0,0.041073,0.217221
2,16,9,"['real 0.24', 'user 0.03', 'sys 0.05']",66.0,0.032778,0.238564
2,16,10,"['real 0.24', 'user 0.03', 'sys 0.05']",68.0,0.027490000000000014,0.232629
2,17,1,"['real 0.24', 'user 0.05', 'sys 0.03']",,,
2,17,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,17,3,"['real 0.27', 'user 0.02', 'sys 0.06']",,,
2,17,4,"['real 0.23', 'user 0.04', 'sys 0.03']",,,
2,17,5,"['real 0.25', 'user 0.03', 'sys 0.06']",,,
2,17,6,"['real 0.26', 'user 0.05', 'sys 0.04']",,,
2,17,7,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,17,8,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,17,9,"['real 0.27', 'user 0.05', 'sys 0.03']",,,
2,17,10,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,18,1,"['real 0.24', 'user 0.04', 'sys 0.05']",,,
2,18,2,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,18,3,"['real 0.25', 'user 0.03', 'sys 0.04']",,,
2,18,4,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,18,5,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,18,6,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,18,7,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,18,8,"['real 0.26', 'user 0.05', 'sys 0.03']",,,
2,18,9,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,18,10,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,19,1,"['real 0.24', 'user 0.05', 'sys 0.04']",2765.0,0.171102,0.382913
2,19,2,"['real 0.24', 'user 0.03', 'sys 0.04']",2765.0,0.16596599999999997,0.362054
2,19,3,"['real 0.26', 'user 0.06', 'sys 0.03']",2765.0,0.164741,0.382164
2,19,4,"['real 0.25', 'user 0.02', 'sys 0.06']",2765.0,0.165547,0.383861
2,19,5,"['real 0.24', 'user 0.02', 'sys 0.05']",2764.0,0.169759,0.376177
2,19,6,"['real 0.25', 'user 0.04', 'sys 0.04']",2764.0,0.16018,0.372753
2,19,7,"['real 0.25', 'user 0.03', 'sys 0.05']",2764.0,0.155786,0.37529
2,19,8,"['real 0.24', 'user 0.04', 'sys 0.04']",2763.0,0.16365700000000002,0.374331
2,19,9,"['real 0.26', 'user 0.03', 'sys 0.05']",2764.0,0.16215200000000002,0.39351
2,19,10,"['real 0.26', 'user 0.06', 'sys 0.02']",2765.0,0.164448,0.392338
2,20,1,"['real 0.26', 'user 0.03', 'sys 0.04']",11.0,0.018090000000000023,0.246429
2,20,2,"['real 0.26', 'user 0.04', 'sys 0.04']",11.0,0.025526999999999966,0.252586
2,20,3,"['real 0.26', 'user 0.04', 'sys 0.04']",11.0,0.018266999999999978,0.253696
2,20,4,"['real 0.26', 'user 0.04', 'sys 0.04']",11.0,0.021174,0.246724
2,20,5,"['real 0.27', 'user 0.05', 'sys 0.04']",11.0,0.020195999999999992,0.255635
2,20,6,"['real 0.28', 'user 0.03', 'sys 0.04']",12.0,0.01711299999999999,0.266926
2,20,7,"['real 0.27', 'user 0.04', 'sys 0.04']",11.0,0.016972999999999988,0.249128
2,20,8,"['real 0.26', 'user 0.02', 'sys 0.06']",11.0,0.022219999999999962,0.252638
2,20,9,"['real 0.25', 'user 0.02', 'sys 0.06']",11.0,0.01777200000000001,0.235443
2,20,10,"['real 0.25', 'user 0.04', 'sys 0.05']",11.0,0.01835299999999998,0.241245
2,21,1,"['real 0.26', 'user 0.02', 'sys 0.06']",,,
2,21,2,"['real 0.24', 'user 0.04', 'sys 0.05']",,,
2,21,3,"['real 0.22', 'user 0.03', 'sys 0.05']",,,
2,21,4,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,21,5,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,21,6,"['real 0.23', 'user 0.05', 'sys 0.03']",,,
2,21,7,"['real 0.24', 'user 0.02', 'sys 0.05']",,,
2,21,8,"['real 0.24', 'user 0.05', 'sys 0.03']",,,
2,21,9,"['real 0.26', 'user 0.01', 'sys 0.07']",,,
2,21,10,"['real 0.24', 'user 0.06', 'sys 0.03']",,,
2,22,1,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,22,2,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,22,3,"['real 0.28', 'user 0.04', 'sys 0.04']",,,
2,22,4,"['real 0.25', 'user 0.02', 'sys 0.06']",,,
2,22,5,"['real 0.24', 'user 0.04', 'sys 0.03']",,,
2,22,6,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,22,7,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,22,8,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,22,9,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,22,10,"['real 0.27', 'user 0.03', 'sys 0.05']",,,
2,23,1,"['real 0.22', 'user 0.02', 'sys 0.06']",2764.0,0.15201599999999998,0.341582
2,23,2,"['real 0.23', 'user 0.02', 'sys 0.06']",2765.0,0.160464,0.361288
2,23,3,"['real 0.25', 'user 0.03', 'sys 0.05']",2765.0,0.160144,0.379867
2,23,4,"['real 0.21', 'user 0.03', 'sys 0.05']",2763.0,0.153852,0.337186
2,23,5,"['real 0.25', 'user 0.00', 'sys 0.07']",2764.0,0.15811599999999998,0.372175
2,23,6,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.156856,0.375004
2,23,7,"['real 0.24', 'user 0.03', 'sys 0.05']",2763.0,0.157936,0.368874
2,23,8,"['real 0.26', 'user 0.02', 'sys 0.06']",2764.0,0.163785,0.383094
2,23,9,"['real 0.22', 'user 0.03', 'sys 0.06']",2764.0,0.157098,0.35627
2,23,10,"['real 0.25', 'user 0.03', 'sys 0.04']",2764.0,0.154648,0.369568
2,24,1,"['real 0.24', 'user 0.04', 'sys 0.04']",68.0,0.03498699999999999,0.245228
2,24,2,"['real 0.27', 'user 0.05', 'sys 0.03']",71.0,0.02882700000000002,0.264508
2,24,3,"['real 0.24', 'user 0.03', 'sys 0.05']",69.0,0.028042999999999985,0.231312
2,24,4,"['real 0.30', 'user 0.05', 'sys 0.03']",69.0,0.022287999999999974,0.265099
2,24,5,"['real 0.23', 'user 0.04', 'sys 0.05']",70.0,0.02846599999999999,0.229007
2,24,6,"['real 0.24', 'user 0.04', 'sys 0.03']",70.0,0.029587000000000002,0.234506
2,24,7,"['real 0.25', 'user 0.02', 'sys 0.06']",69.0,0.028703000000000006,0.241452
2,24,8,"['real 0.28', 'user 0.04', 'sys 0.04']",66.0,0.028405000000000014,0.278527
2,24,9,"['real 0.27', 'user 0.03', 'sys 0.05']",66.0,0.023655999999999983,0.266881
2,24,10,"['real 0.26', 'user 0.04', 'sys 0.04']",69.0,0.02940899999999999,0.252884
2,25,1,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,25,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,25,3,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,25,4,"['real 0.22', 'user 0.04', 'sys 0.04']",,,
2,25,5,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,25,6,"['real 0.24', 'user 0.05', 'sys 0.03']",,,
2,25,7,"['real 0.24', 'user 0.01', 'sys 0.07']",,,
2,25,8,"['real 0.22', 'user 0.03', 'sys 0.05']",,,
2,25,9,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,25,10,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,26,1,"['real 0.26', 'user 0.05', 'sys 0.03']",,,
2,26,2,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,26,3,"['real 0.26', 'user 0.03', 'sys 0.06']",,,
2,26,4,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,26,5,"['real 0.26', 'user 0.04', 'sys 0.03']",,,
2,26,6,"['real 0.23', 'user 0.04', 'sys 0.04']",,,
2,26,7,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,26,8,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,26,9,"['real 0.27', 'user 0.05', 'sys 0.03']",,,
2,26,10,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,27,1,"['real 0.25', 'user 0.02', 'sys 0.06']",2765.0,0.153999,0.376355
2,27,2,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.16211299999999998,0.391723
2,27,3,"['real 0.25', 'user 0.04', 'sys 0.04']",2765.0,0.164027,0.386185
2,27,4,"['real 0.22', 'user 0.04', 'sys 0.04']",2764.0,0.150929,0.340692
2,27,5,"['real 0.26', 'user 0.02', 'sys 0.06']",2765.0,0.154276,0.369589
2,27,6,"['real 0.24', 'user 0.04', 'sys 0.05']",2763.0,0.15537399999999998,0.36737
2,27,7,"['real 0.24', 'user 0.03', 'sys 0.06']",2764.0,0.16067,0.372749
2,27,8,"['real 0.23', 'user 0.04', 'sys 0.04']",2764.0,0.16007600000000002,0.352586
2,27,9,"['real 0.24', 'user 0.03', 'sys 0.05']",2765.0,0.15344699999999997,0.349618
2,27,10,"['real 0.24', 'user 0.03', 'sys 0.05']",2765.0,0.15589299999999998,0.364552
2,28,1,"['real 0.23', 'user 0.04', 'sys 0.04']",69.0,0.03734899999999999,0.23276
2,28,2,"['real 0.25', 'user 0.04', 'sys 0.04']",66.0,0.02767899999999998,0.240614
2,28,3,"['real 0.25', 'user 0.03', 'sys 0.04']",69.0,0.034332999999999975,0.247712
2,28,4,"['real 0.24', 'user 0.03', 'sys 0.05']",69.0,0.026181999999999983,0.236166
2,28,5,"['real 0.28', 'user 0.02', 'sys 0.06']",64.0,0.03087100000000001,0.258185
2,28,6,"['real 0.27', 'user 0.03', 'sys 0.05']",67.0,0.026998000000000022,0.259784
2,28,7,"['real 0.27', 'user 0.04', 'sys 0.04']",66.0,0.02616099999999999,0.250137
2,28,8,"['real 0.25', 'user 0.04', 'sys 0.04']",66.0,0.023533,0.244148
2,28,9,"['real 0.27', 'user 0.04', 'sys 0.04']",69.0,0.026564999999999978,0.263215
2,28,10,"['real 0.26', 'user 0.05', 'sys 0.03']",69.0,0.03515899999999997,0.256169
2,29,1,"['real 0.27', 'user 0.04', 'sys 0.04']",,,
2,29,2,"['real 0.25', 'user 0.06', 'sys 0.01']",,,
2,29,3,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,29,4,"['real 0.24', 'user 0.02', 'sys 0.06']",,,
2,29,5,"['real 0.25', 'user 0.03', 'sys 0.06']",,,
2,29,6,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,29,7,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,29,8,"['real 0.23', 'user 0.04', 'sys 0.05']",,,
2,29,9,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,29,10,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,30,1,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,30,2,"['real 0.26', 'user 0.04', 'sys 0.04']",,,
2,30,3,"['real 0.24', 'user 0.04', 'sys 0.04']",,,
2,30,4,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,30,5,"['real 0.24', 'user 0.03', 'sys 0.05']",,,
2,30,6,"['real 0.25', 'user 0.05', 'sys 0.03']",,,
2,30,7,"['real 0.25', 'user 0.04', 'sys 0.04']",,,
2,30,8,"['real 0.28', 'user 0.03', 'sys 0.04']",,,
2,30,9,"['real 0.25', 'user 0.03', 'sys 0.05']",,,
2,30,10,"['real 0.26', 'user 0.05', 'sys 0.03']",,,
2,31,1,"['real 0.24', 'user 0.05', 'sys 0.04']",2764.0,0.157469,0.369647
2,31,2,"['real 0.25', 'user 0.02', 'sys 0.06']",2764.0,0.14882000000000004,0.372252
2,31,3,"['real 0.25', 'user 0.04', 'sys 0.04']",2765.0,0.159676,0.379678
2,31,4,"['real 0.24', 'user 0.04', 'sys 0.04']",2765.0,0.157589,0.348563
2,31,5,"['real 0.23', 'user 0.05', 'sys 0.03']",2765.0,0.15677699999999997,0.359403
2,31,6,"['real 0.24', 'user 0.04', 'sys 0.04']",2764.0,0.16056299999999998,0.368185
2,31,7,"['real 0.23', 'user 0.02', 'sys 0.06']",2765.0,0.15648700000000001,0.359663
2,31,8,"['real 0.27', 'user 0.03', 'sys 0.05']",2763.0,0.158092,0.388882
2,31,9,"['real 0.26', 'user 0.03', 'sys 0.05']",2765.0,0.16934200000000002,0.39694
2,31,10,"['real 0.23', 'user 0.03', 'sys 0.05']",2765.0,0.154733,0.349827
2,32,1,"['real 0.25', 'user 0.04', 'sys 0.04']",67.0,0.028284000000000004,0.241644
2,32,2,"['real 0.24', 'user 0.03', 'sys 0.05']",65.0,0.02779799999999999,0.247392
2,32,3,"['real 0.26', 'user 0.05', 'sys 0.03']",69.0,0.027249999999999996,0.254168
2,32,4,"['real 0.26', 'user 0.03', 'sys 0.05']",66.0,0.026658000000000015,0.264792
2,32,5,"['real 0.24', 'user 0.03', 'sys 0.05']",67.0,0.03012999999999999,0.241555
2,32,6,"['real 0.25', 'user 0.04', 'sys 0.04']",68.0,0.02777300000000002,0.251551
2,32,7,"['real 0.25', 'user 0.05', 'sys 0.03']",68.0,0.026400000000000007,0.254655
2,32,8,"['real 0.25', 'user 0.04', 'sys 0.05']",68.0,0.025786000000000003,0.241793
2,32,9,"['real 0.29', 'user 0.05', 'sys 0.03']",67.0,0.029525999999999997,0.267117
2,32,10,"['real 0.25', 'user 0.04', 'sys 0.04']",68.0,0.024584999999999996,0.250116
2,33,1,"['real 0.30', 'user 0.03', 'sys 0.05']",,,
2,33,2,"['real 0.29', 'user 0.04', 'sys 0.04']",,,
2,33,3,"['real 0.32', 'user 0.05', 'sys 0.03']",,,
2,33,4,"['real 0.26', 'user 0.03', 'sys 0.05']",,,
2,33,5,"['real 0.30', 'user 0.03', 'sys 0.05']",,,
2,33,6,"['real 0.27', 'user 0.02', 'sys 0.06']",,,
2,33,7,"['real 0.30', 'user 0.03', 'sys 0.05']",,,
2,33,8,"['real 0.29', 'user 0.03', 'sys 0.05']",,,
2,33,9,"['real 0.28', 'user 0.05', 'sys 0.03']",,,
2,33,10,"['real 0.30', 'user 0.04', 'sys 0.04']",,,
2,34,1,"['real 0.31', 'user 0.05', 'sys 0.03']",,,
